SUB_TYPE,FOLDER_NAME,EVENT_MONTH,EVENT_YEAR,AMPLIFIED_SOUND_DISTRICT,CALENDAR_YEAR_FOLDER_CREATED,CAPACITY,DECIBEL_LEVEL,END_HOURS_CONC_POUR_MON_SAT,END_HOURS_MOV_VEH_MON_SAT,END_HOURS_MOV_VEH_SUN,END_HOURS_NEAR_HOME_FRI_SAT,END_HOURS_NEAR_HOME_SUN_THUR,END_HOURS_NOT_NEAR_HOME,EXISTING_ZONING,EXPIRATION_DATE,IN_DATE,ISSUE_DATE,OMV_FRI_END_TIME,OMV_FRI_START_TIME,OMV_MON_END_TIME,OMV_MON_START_TIME,OMV_SAT_END_TIME,OMV_SAT_START_TIME,OMV_SUN_END_TIME,OMV_SUN_START_TIME,OMV_THU_END_TIME,OMV_THU_START_TIME,OMV_TUE_END_TIME,OMV_TUE_START_TIME,OMV_WED_END_TIME,OMV_WED_START_TIME,PROPERTYRSN,REST_51_PERCENT_FOOD_SALES,SQUARE_FOOTAGE,START_DATE,START_DATE_2,START_DATE_3,START_DATE_4,START_HOURS_CONC_POUR_MON_SAT,START_HOURS_MOV_VEH_MON_SAT,START_HOURS_MOV_VEH_SUN,START_HOURS_NEAR_HOME_FRI_SAT,START_HOURS_NEAR_HOME_SUN_THUR,START_HOURS_NOT_NEAR_HOME,STATUS,STREET_ADDRESS,ZIPCODE,LATITUDE,LONGITUDE,COUNCIL_DISTRICT,LOCATION,PERMIT_NUMBER
Private Sound Amplification,Fantastic Fest Opening Night Party,SEPTEMBER,2015,Other,2015,,80,,,,10:00pm,,,CS - GENERAL COMMERCIAL,2015-09-24,2015-09-09,,,,,,,,,,,,,,,,116576,,,2015-09-24,,,,,,,9:30pm,,,Pending,404  ATLANTA ST,78703,30.27661471,-97.77108685,10,"(30.27661471,-97.77108685)",2015-109068 SO
Government Amplified Sound,San Jose Catholic Church 77th Annual Jamaica,OCTOBER,2015,Other,2015,,75,,,,10:00pm,,,LO - LIMITED OFFICE,2015-10-03,2015-09-09,2015-09-22,,,,,,,,,,,,,,,590800,,,2015-10-03,,,,,,,10:00am,,,Expired,2435  OAK CREST AVE,78704,30.2411354,-97.76270274,3,"(30.2411354,-97.76270274)",2015-109082 SO
Outdoor Music Venue,No Va Kitchen & Bar,,,Other,2015,49,70,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2015-09-08,2015-10-30,Midnight,10:00am,10:30pm,10:00am,Midnight,10:00am,10:30pm,10:00am,11:00pm,10:00am,10:30pm,10:00am,10:30pm,10:00am,1142591,Yes,539,,,,,,,,,,,Expired,87  RAINEY ST,78701,30.25966138,-97.73813719,9,"(30.25966138,-97.73813719)",2015-108252 SO
Advertising Sound Amplification,Austin Caribbean Festival/Caribbean Diaspora Connection,SEPTEMBER,2015,Other,2015,,70,,,,8:00pm,,,CS-1 - LIQUOR SALES,2015-09-07,2015-09-04,2015-09-04,,,,,,,,,,,,,,,444314,,,2015-09-07,,,,,,,Noon,,,Expired,1110  11TH ST,78702,30.26911088,-97.72834579,1,"(30.26911088,-97.72834579)",2015-107313 SO
Private Sound Amplification,Key Events - La BBQ Welcome Reception,OCTOBER,2015,Other,2015,,70,,,,,10:00pm,,CS-1 - LIQUOR SALES,2015-10-06,2015-10-06,2015-10-06,,,,,,,,,,,,,,,1163273,,,2015-10-06,,,,,,,,5:00pm,,Expired,1906  CESAR CHAVEZ ST,78702,30.2571619,-97.72394759,3,"(30.2571619,-97.72394759)",2015-120917 SO
Government Amplified Sound,Foundation Communities Welcome Home Luncheon,OCTOBER,2015,Other,2015,,85,,,,,,1:00pm,CBD - CENTRAL BUSINESS DISTRICT,2015-10-27,2015-08-28,2015-09-01,,,,,,,,,,,,,,,3286201,,,2015-10-27,,,,,,,,,Noon,Expired,811  TRINITY ST,78701,30.26954298,-97.7381187,9,"(30.26954298,-97.7381187)",2015-104878 SO
Private Sound Amplification,AAPC Welcome Reception,SEPTEMBER,2015,Other,2015,,70,,,,,8:00pm,,CS - GENERAL COMMERCIAL,2015-09-16,2015-09-11,2015-09-16,,,,,,,,,,,,,,,362996,,,2015-09-16,,,,,,,,6:00pm,,Expired,902  CESAR CHAVEZ ST,78702,30.26111126,-97.73517387,3,"(30.26111126,-97.73517387)",2015-110343 SO
Public Sound Amplification,One Reason Why,OCTOBER,2015,Other,2015,,75,,,,10:00pm,,,CS - GENERAL COMMERCIAL,2015-10-16,2015-08-31,2015-09-10,,,,,,,,,,,,,,,797678,,,2015-10-16,,,,,,,7:00pm,,,Expired,4803  BURNET RD,78756,30.31897441,-97.73891006,7,"(30.31897441,-97.73891006)",2015-105112 SO
Advertising Sound Amplification,4803 BURNET RD,OCTOBER,2016,Other,2016,,75,,,,10:00PM,,,CS - GENERAL COMMERCIAL,2016-10-14,2016-09-28,,,,,,,,,,,,,,,,797678,,,2016-10-14,,,,,,,7:00PM,,,In Review,4803  BURNET RD,78756,30.31897441,-97.73891006,7,"(30.31897441,-97.73891006)",2016-119435 SO
Private Sound Amplification,4803 BURNET RD,OCTOBER,2017,Within 600 ft of Residential,2017,,85,,,,10PM,,,CS - GENERAL COMMERCIAL,2017-10-20,2017-10-19,2017-10-19,,,,,,,,,,,,,,,797678,,,2017-10-20,,,,,,,7PM,,,Expired,4803  BURNET RD,78756,30.31897441,-97.73891006,7,"(30.31897441,-97.73891006)",2017-132679 SO
Outdoor Music Venue,Rio,,,Other,2015,593,80,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2015-08-28,2015-11-05,Midnight,2:00pm,------------,------------,Midnight,2:00pm,10:30pm,2:00pm,11:00pm,2:00pm,------------,------------,------------,------------,3501911,No,7000,,,,,,,,,,,Expired,601  RIO GRANDE ST,78701,30.27009014,-97.74927009,9,"(30.27009014,-97.74927009)",2015-104622 SO
Outdoor Music Venue,Rio,,,Other,2016,See Approved Load Cards,80,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2016-09-19,2017-02-09,Midnight,2:00PM,10:30PM,2:00PM,Midnight,2:00PM,10:30PM,2:00PM,11:00PM,2:00PM,10:30PM,2:00PM,10:30PM,2:00PM,3501911,No,7000,,,,,,,,,,,Expired,601  RIO GRANDE ST,78701,30.27009014,-97.74927009,9,"(30.27009014,-97.74927009)",2016-114534 SO
Outdoor Music Venue,Rio,,,Other,2018,See Approved Load Cards,80,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2018-03-09,2018-04-13,Midnight,2:00PM,10:30PM,2:00PM,Midnight,2:00PM,10:30PM,2:00PM,11:00PM,2:00PM,10:30PM,2:00PM,10:30PM,2:00PM,3501911,No,7000,,,,,,,,,,,Expired,601  RIO GRANDE ST,78701,30.27009014,-97.74927009,9,"(30.27009014,-97.74927009)",2018-051449 SO
Outdoor Music Venue,Rio,,,Within 600 ft of Residential,2019,See Approved Load Cards,80,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2019-04-15,2019-07-23,10:00PM,2:00PM,8:00PM,2:00PM,10:00PM,2:00PM,8:00PM,2:00PM,8:00PM,2:00PM,8:00PM,2:00PM,8:00PM,2:00PM,3501911,No,7000,,,,,,,,,,,Expired,601  RIO GRANDE ST,78701,30.27009014,-97.74927009,9,"(30.27009014,-97.74927009)",2019-057539 SO
Outdoor Music Venue,Rain on 4th,,,Warehouse District,2015,241,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2015-09-25,2015-10-21,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,91568,No,5000,,,,,,,,,,,Expired,217  4TH ST,78701,30.26653839,-97.74567389,9,"(30.26653839,-97.74567389)",2015-116865 SO
Outdoor Music Venue,Rain on 4th,,,Warehouse District,2016,241,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2016-09-12,2016-11-23,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,795957,No,5000,,,,,,,,,,,Expired,217  4TH ST,78701,30.26653839,-97.74567389,9,"(30.26653839,-97.74567389)",2016-110689 SO
Outdoor Music Venue,Rain on 4th,,,Warehouse District,2017,see approved load cards,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2017-11-28,2017-12-12,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,795957,No,5000,,,,,,,,,,,Expired,217  4TH ST,78701,30.26653839,-97.74567389,9,"(30.26653839,-97.74567389)",2017-148390 SO
Outdoor Music Venue,Oilcan's,,,Warehouse District,2017,See Approved Load Cards,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2017-09-25,2017-12-08,2:00AM,12:00PM,2:00AM,12:00PM,2:00AM,12:00PM,2:00AM,12:00PM,2:00AM,12:00PM,2:00AM,12:00PM,2:00AM,12:00PM,91556,No,4800,,,,,,,,,,,Expired,211  4TH ST,78701,30.26656709,-97.74546084,9,"(30.26656709,-97.74546084)",2017-120859 SO
Outdoor Music Venue,Rain on 4th,,,Warehouse District,2019,see approved load cards,80,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2019-05-07,2019-05-24,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,795957,No,5000,,,,,,,,,,,Expired,217  4TH ST,78701,30.26653839,-97.74567389,9,"(30.26653839,-97.74567389)",2019-071176 SO
Outdoor Music Venue,Oilcan's,,,Warehouse District,2019,See Approved Load Cards,80,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2019-05-07,2019-05-24,2:00AM,12:00PM,2:00AM,12:00PM,2:00AM,12:00PM,2:00AM,12:00PM,2:00AM,12:00PM,2:00AM,12:00PM,2:00AM,12:00PM,91556,No,4800,,,,,,,,,,,Expired,211  4TH ST,78701,30.26656709,-97.74546084,9,"(30.26656709,-97.74546084)",2019-071179 SO
Advertising Sound Amplification,Almay Simply American Tour,OCTOBER,2015,Other,2015,,75,,,,11:56pm,,,CS - GENERAL COMMERCIAL,2015-10-03,2015-09-28,2015-09-29,,,,,,,,,,,,,,,690572,,,2015-10-03,,,,,,,Noon,,,Expired,424 SB LAMAR BLVD,78704,30.2613296,-97.75879717,9,"(30.2613296,-97.75879717)",2015-117452 SO
Advertising Sound Amplification,Silverton Partners Annual Open House,OCTOBER,2015,Other,2015,,75,,,,,10:00pm,,GO - GENERAL OFFICE,2015-10-28,2015-09-29,2015-10-22,,,,,,,,,,,,,,,165278,,,2015-10-28,,,,,,,,6:00pm,,Expired,1000  RIO GRANDE ST,78701,30.27395427,-97.74831111,9,"(30.27395427,-97.74831111)",2015-117900 SO
Private Sound Amplification,202 S LAMAR BOULEVARD SB,DECEMBER,2019,Other,2019,,70.80,,,,,,11pm,CS-1,2019-12-07,2019-12-05,,,,,,,,,,,,,,,,3426690,,,2019-12-07,,,,,,,,,8pm,In Review,202 SB LAMAR BLVD,78704,30.26408871,-97.75772872,9,"(30.26408871,-97.75772872)",2019-232357 SO
Advertising Sound Amplification,Shake Shack Music Series,NOVEMBER,2015,Other,2015,,70,,,,,,8:00pm,MI - MAJOR INDUSTRY,2015-11-03,2015-09-30,2015-10-05,,,,,,,,,,,,,,,5092829,,,2015-11-03,,,,,,,,,6:00pm,Expired,11228  DOMAIN DR,78758,30.39902992,-97.72579998,7,"(30.39902992,-97.72579998)",2015-118761 SO
Advertising Sound Amplification,Shake Shack Music Series,OCTOBER,2015,Other,2015,,70,,,,,8:00pm,,GR - COMMUNITY COMMERCIAL,2015-10-06,2015-09-30,2015-10-05,,,,,,,,,,,,,,,3528607,,,2015-10-06,,,,,,,,6:00pm,,Expired,1100  LAMAR BLVD,78704,30.25571158,-97.7625396,9,"(30.25571158,-97.7625396)",2015-118869 SO
Public Sound Amplification,Lone Star Book Festival,OCTOBER,2016,Other,2015,,85,,,,,,Midnight,PUD - PLANNED UNIT DEVELOPMENT,2016-10-02,2015-09-30,,,,,,,,,,,,,,,,283071,,,2016-10-01,2016-10-02,,,,,,,,10:00am,Pending,305  CONGRESS AVE,78704,30.25882293,-97.74400192,9,"(30.25882293,-97.74400192)",2015-118447 SO
Government Amplified Sound,Viva La Vida Festival,OCTOBER,2015,Warehouse District,2015,,85,,,,,,8:00pm,CBD - CENTRAL BUSINESS DISTRICT,2015-10-31,2015-09-24,2015-10-27,,,,,,,,,,,,,,,722181,,,2015-10-31,,,,,,,,,Noon,Expired,100  4TH ST,78701,30.2664401,-97.74366772,9,"(30.2664401,-97.74366772)",2015-115932 SO
Advertising Sound Amplification,Bruce White VIP Weekend,SEPTEMBER,2015,Other,2015,,85,,,,,,11:00pm,CBD - CENTRAL BUSINESS DISTRICT,2015-09-25,2015-09-22,2015-09-24,,,,,,,,,,,,,,,3555016,,,2015-09-25,,,,,,,,,9:00pm,Expired,110  2ND ST,78701,30.26438581,-97.74340598,9,"(30.26438581,-97.74340598)",2015-114507 SO
Advertising Sound Amplification,Black Star Co-op Annerversary Party,OCTOBER,2015,Other,2015,,70,,,,6:00pm,,,TOD - TRANSIT ORIENTED DEVELOPMENT ZONING,2015-10-17,2015-10-14,2015-10-15,,,,,,,,,,,,,,,3351568,,,2015-10-17,,,,,,,2:00pm,,,Expired,7020  EASY WIND DR,78752,30.33851059,-97.71875714,7,"(30.33851059,-97.71875714)",2015-124524 SO
Advertising Sound Amplification,Samsung at South Congress Hotel,OCTOBER,2015,Other,2015,,75,,,,,10:00pm,,CS - GENERAL COMMERCIAL,2015-10-01,2015-10-01,2015-10-01,,,,,,,,,,,,,,,3035907,,,2015-10-01,,,,,,,,5:00pm,,Expired,1603  CONGRESS AVE,78704,30.24748074,-97.75014123,9,"(30.24748074,-97.75014123)",2015-119459 SO
Private Sound Amplification,1000 RIO GRANDE ST,NOVEMBER,2017,Within 600 ft of Residential,2017,,80,,,,,10PM,,GO - GENERAL OFFICE,2017-11-09,2017-11-08,2017-11-08,,,,,,,,,,,,,,,165278,,,2017-11-09,,,,,,,,5PM,,Expired,1000  RIO GRANDE ST,78701,30.27395427,-97.74831111,9,"(30.27395427,-97.74831111)",2017-141540 SO
Advertising Sound Amplification,The Natural Gardener Customer Appreciation Party,OCTOBER,2015,Other,2015,,75,,,,10:00pm,,,CS - GENERAL COMMERCIAL,2015-10-17,2015-10-02,2015-10-06,,,,,,,,,,,,,,,915752,,,2015-10-17,,,,,,,7:00pm,,,Expired,8648  OLD BEE CAVES RD,78735,30.25626395,-97.89129152,8,"(30.25626395,-97.89129152)",2015-120014 SO
Private Sound Amplification,8648 OLD BEE CAVES RD,NOVEMBER,2016,Within 600 ft of Residential,2016,,85,,,,6:00pm,,,CS - GENERAL COMMERCIAL,2016-11-06,2016-11-04,2016-11-04,,,,,,,,,,,,,,,915752,,,2016-11-05,,,,,,,3:00pm,,,Expired,8648  OLD BEE CAVES RD,78735,30.25626395,-97.89129152,8,"(30.25626395,-97.89129152)",2016-136850 SO
Private Sound Amplification,8648 OLD BEE CAVES RD,OCTOBER,2017,Within 600 ft of Residential,2017,,85,,,,6:00pm,,,CS - GENERAL COMMERCIAL,2017-10-21,2017-10-13,2017-10-13,,,,,,,,,,,,,,,915752,,,2017-10-21,,,,,,,3:00pm,,,Expired,8648  OLD BEE CAVES RD,78735,30.25626395,-97.89129152,8,"(30.25626395,-97.89129152)",2017-129791 SO
Private Sound Amplification,8648 OLD BEE CAVES ROAD,NOVEMBER,2018,Within 600 ft of Residential,2018,,85,,,,6PM,,,CS-NP,2018-11-03,2018-10-31,2018-10-31,,,,,,,,,,,,,,,915752,,,2018-11-03,,,,,,,3PM,,,Expired,8648  OLD BEE CAVES RD,78735,30.25626395,-97.89129152,8,"(30.25626395,-97.89129152)",2018-189294 SO
Advertising Sound Amplification,South by Southewest Eco Conference After Party,OCTOBER,2015,Other,2015,,80,,,,,,9:00pm,TOD - TRANSIT ORIENTED DEVELOPMENT ZONING,2015-10-07,2015-10-07,2015-10-07,,,,,,,,,,,,,,,401186,,,2015-10-07,,,,,,,,,6:00pm,Expired,1100  5TH ST,78702,30.26394522,-97.73170426,3,"(30.26394522,-97.73170426)",2015-121548 SO
Advertising Sound Amplification,1100 E 5TH ST,SEPTEMBER,2016,Other,2016,,85,,,,,,7:30PM,TOD - TRANSIT ORIENTED DEVELOPMENT ZONING,2016-09-23,2016-09-20,2016-09-20,,,,,,,,,,,,,,,401186,,,2016-09-23,,,,,,,,,6:30PM,Expired,1100  5TH ST,78702,30.26394522,-97.73170426,3,"(30.26394522,-97.73170426)",2016-114995 SO
Advertising Sound Amplification,1100 E 5TH ST,NOVEMBER,2016,Other,2016,,85,,,,,,Midnight,TOD - TRANSIT ORIENTED DEVELOPMENT ZONING,2016-11-12,2016-11-08,2016-11-10,,,,,,,,,,,,,,,401186,,,2016-11-12,,,,,,,,,10:00AM,Expired,1100  5TH ST,78702,30.26394522,-97.73170426,3,"(30.26394522,-97.73170426)",2016-137969 SO
Private Sound Amplification,1100 E 5TH ST,JANUARY,2017,Other,2017,,85,,,,,7:00PM,,TOD - TRANSIT ORIENTED DEVELOPMENT ZONING,2017-01-25,2017-01-04,2017-01-24,,,,,,,,,,,,,,,401186,,,2017-01-25,,,,,,,,2:00PM,,Expired,1100  5TH ST,78702,30.26394522,-97.73170426,3,"(30.26394522,-97.73170426)",2017-000824 SO
Advertising Sound Amplification,1100 E 5TH ST,SEPTEMBER,2017,Other,2017,,85,,,,,,10PM,TOD - TRANSIT ORIENTED DEVELOPMENT ZONING,2017-09-02,2017-08-30,2017-08-30,,,,,,,,,,,,,,,401186,,,2017-09-02,,,,,,,,,4PM,Expired,1100  5TH ST,78702,30.26394522,-97.73170426,3,"(30.26394522,-97.73170426)",2017-108218 SO
Outdoor Music Venue,Fair Market,,,Other,2019,See Load Cards,85,,,,,,,TOD-NP,,2019-04-09,2019-05-17,12:00am,10:00am,10:30pm,10:00am,12:00am,10:00am,10:30pm,10:00am,11:00pm,10:00am,10:30pm,10:00am,10:30pm,10:00am,401186,No,16373,,,,,,,,,,,Expired,1100  5TH ST,78702,30.26394522,-97.73170426,3,"(30.26394522,-97.73170426)",2019-053833 SO
Outdoor Music Venue,Fair Market,,,Other,2020,See Load Cards,85,,,,,,,TOD-NP,,2020-11-20,2020-12-14,12:00am,10:00am,10:30pm,10:00am,12:00am,10:00am,10:30pm,10:00am,11:00pm,10:00am,10:30pm,10:00am,10:30pm,10:00am,401186,No,16373,,,,,,,,,,,Expired,1100  5TH ST,78702,30.26394522,-97.73170426,3,"(30.26394522,-97.73170426)",2020-178711 SO
Outdoor Music Venue,Fair Market,,,Other,2021,See Load Cards,85,,,,,,,TOD-NP,,2021-11-18,2021-12-15,12:00am,10:00am,10:30pm,10:00am,12:00am,10:00am,10:30pm,10:00am,11:00pm,10:00am,10:30pm,10:00am,10:30pm,10:00am,401186,No,16373,,,,,,,,,,,Expired,1100  5TH ST,78702,30.26394522,-97.73170426,3,"(30.26394522,-97.73170426)",2021-190447 SO
Outdoor Music Venue,Fair Market,,,Other,2022,See Load Cards,85,,,,,,,TOD-NP,,2022-11-30,2022-12-22,12:00am,10:00am,10:30pm,10:00am,12:00am,10:00am,10:30pm,10:00am,11:00pm,10:00am,10:30pm,10:00am,10:30pm,10:00am,401186,No,16373,,,,,,,,,,,Expired,1100  5TH ST,78702,30.26394522,-97.73170426,3,"(30.26394522,-97.73170426)",2022-174322 SO
Outdoor Music Venue,Fair Market,,,Other,2023,See Load Cards,85,,,,,,,TOD-NP,,2023-11-01,2023-12-22,12:00am,10:00am,10:30pm,10:00am,12:00am,10:00am,10:30pm,10:00am,11:00pm,10:00am,10:30pm,10:00am,10:30pm,10:00am,401186,No,16373,,,,,,,,,,,Expired,1100  5TH ST,78702,30.26394522,-97.73170426,3,"(30.26394522,-97.73170426)",2023-141218 SO
Outdoor Music Venue,Fair Market,,,Other,2024,See Load Cards,85,,,,,,,TOD-NP,,2024-11-12,2024-12-27,12:00am,10:00am,10:30pm,10:00am,12:00am,10:00am,10:30pm,10:00am,11:00pm,10:00am,10:30pm,10:00am,10:30pm,10:00am,401186,No,16373,,,,,,,,,,,Approved,1100  5TH ST,78702,30.26394522,-97.73170426,3,"(30.26394522,-97.73170426)",2024-150574 SO
Outdoor Music Venue,H-E-B Mueller,,,Other,2016,85,70,,,,,,,PUD - PLANNED UNIT DEVELOPMENT,,2016-09-16,2016-11-21,9:00PM,10:00AM,9:00PM,10:00AM,9:00PM,10:00AM,9:00PM,10:00AM,9:00PM,10:00AM,9:00PM,10:00AM,9:00PM,10:00AM,126998,Yes,1,,,,,,,,,,,Expired,1801  51ST ST,78723,30.30178349,-97.69866762,9,"(30.30178349,-97.69866762)",2016-113680 SO
Outdoor Music Venue,H-E-B Mueller,,,Other,2017,See Approved Load Card,70,,,,,,,PUD - PLANNED UNIT DEVELOPMENT,,2017-11-07,2018-02-28,9:00PM,10:00AM,9:00PM,10:00AM,9:00PM,10:00AM,9:00PM,10:00AM,9:00PM,10:00AM,9:00PM,10:00AM,9:00PM,10:00AM,126998,Yes,1500,,,,,,,,,,,Expired,1801  51ST ST,78723,30.30178349,-97.69866762,9,"(30.30178349,-97.69866762)",2017-140731 SO
Advertising Sound Amplification,Nordstrom Night Out,OCTOBER,2015,Other,2015,,80,,,,,,10:00pm,GR - COMMUNITY COMMERCIAL,2015-10-15,2015-10-08,2015-10-15,,,,,,,,,,,,,,,372807,,,2015-10-15,,,,,,,,,8:00am,Expired,2901 NB CAPITAL OF TEXAS HWY,78746,30.25788603,-97.80700704,8,"(30.25788603,-97.80700704)",2015-122133 SO
Private Sound Amplification,114 LINDEN STREET,MARCH,2018,Within 600 ft of Residential,2018,,70,,,,10pm,8pm,,GR-MU-NP,2018-03-17,2018-02-05,2018-03-06,,,,,,,,,,,,,,,5085290,,,2018-03-14,2018-03-15,2018-03-16,2018-03-17,,,,2pm,2pm,,Expired,114  LINDEN ST,78702,30.25304743,-97.71074982,3,"(30.25304743,-97.71074982)",2018-014552 SO
Moving Vehicle,Patel Barat,NOVEMBER,2015,,2015,,85,,1:00pm,,,,,,2015-11-28,2015-10-21,2015-10-21,,,,,,,,,,,,,,,0,,,2015-11-28,,,,,11:30am,,,,,Expired,,,30.51081514,-97.74700986,,"(30.51081514,-97.74700986)",2015-127432 SO
Moving Vehicle,Parikh Barat,JANUARY,2016,,2015,,85,,2:30pm,,,,,,2016-01-02,2015-10-21,2015-10-21,,,,,,,,,,,,,,,0,,,2016-01-02,,,,,1:00pm,,,,,Expired,,,30.51081514,-97.74700986,,"(30.51081514,-97.74700986)",2015-127437 SO
Moving Vehicle,Venumbaka Barat,NOVEMBER,2015,,2015,,85,,11:00pm,,,,,,2015-11-21,2015-10-21,2015-10-21,,,,,,,,,,,,,,,0,,,2015-11-21,,,,,10:00am,,,,,Expired,,,30.51081514,-97.74700986,,"(30.51081514,-97.74700986)",2015-127442 SO
Advertising Sound Amplification,GrubHub Tailgate Grub Giveaway,NOVEMBER,2015,Other,2015,,75,,,,8:00pm,,,CS-NP,2015-11-07,2015-10-20,2015-10-23,,,,,,,,,,,,,,,176868,,,2015-11-07,,,,,,,10:00am,,,Expired,2011  WHITIS AVE,78705,30.28331434,-97.74058472,9,"(30.28331434,-97.74058472)",2015-127018 SO
Advertising Sound Amplification,Heated Coil Grand Opening,OCTOBER,2015,Other,2015,,85,,,,10:00pm,,,CS - GENERAL COMMERCIAL,2015-10-31,2015-10-28,2015-10-29,,,,,,,,,,,,,,,886064,,,2015-10-31,,,,,,,7:00pm,,,Expired,5120  BURNET RD,78756,30.3229881,-97.73963593,7,"(30.3229881,-97.73963593)",2015-130453 SO
Advertising Sound Amplification,Movie in the Park(ing) Lot with Alamo Drafthouse Rolling Roadshow,NOVEMBER,2015,Other,2015,,75,,,,10:00pm,,,999 - SEE COMMENTS,2015-11-14,2015-10-28,2015-11-12,,,,,,,,,,,,,,,837674,,,2015-11-14,,,,,,,5:30PM,,,Expired,1400  ROYAL CREST DR,78741,30.2415859,-97.72904395,3,"(30.2415859,-97.72904395)",2015-130540 SO
Advertising Sound Amplification,Austin Social Affair's Haunted Halloween Ball,OCTOBER,2015,Other,2015,,80,,,,10:00pm,,,CS - GENERAL COMMERCIAL,2015-10-31,2015-10-28,,,,,,,,,,,,,,,,116576,,,2015-10-31,,,,,,,9:00pm,,,Pending,404  ATLANTA ST,78703,30.27661471,-97.77108685,10,"(30.27661471,-97.77108685)",2015-130558 SO
Advertising Sound Amplification,The Well in Austin All Saints Day Celebration,NOVEMBER,2015,Other,2015,,70,,,,,5:00pm,,CS - GENERAL COMMERCIAL,2015-11-01,2015-10-28,,,,,,,,,,,,,,,,690578,,,2015-11-01,,,,,,,,1:00pm,,Pending,400  JOSEPHINE ST,78704,30.26214474,-97.75871207,9,"(30.26214474,-97.75871207)",2015-130765 SO
Private Sound Amplification,1300 E 5TH ST,NOVEMBER,2017,Other,2017,,85,,,,,,11PM,TOD - TRANSIT ORIENTED DEVELOPMENT ZONING,2017-11-09,2017-11-08,,,,,,,,,,,,,,,,248245,,,2017-11-09,,,,,,,,,8PM,Pending,1300  5TH ST,78702,30.26328787,-97.72926648,3,"(30.26328787,-97.72926648)",2017-141566 SO
Outdoor Music Venue,The Trophy Room,,,6th Street District,2017,See Approved Load Cards,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2017-02-07,2017-06-07,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,2:00AM,10:00AM,3430091,No,1,,,,,,,,,,,Expired,310  6TH ST,78701,30.26755598,-97.7398229,9,"(30.26755598,-97.7398229)",2017-014396 SO
Outdoor Music Venue,"Contemporary Austin at Laguna Glora, The",,,Within 600 ft of Residential,2015,300,80,,,,,,,SF-3 - FAMILY RESIDENCE,,2015-11-17,2016-01-16,11:00pm,10:00am,10:00pm,10:00am,11:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,10:00pm,10:00am,129795,No,2000,,,,,,,,,,,Expired,3809  35TH ST,78703,30.31208043,-97.77440557,10,"(30.31208043,-97.77440557)",2015-138070 SO
Advertising Sound Amplification,Shake Shack Music Series,DECEMBER,2015,Within 600 ft of Residential,2015,,70,,,,,8:00pm,,GR - COMMUNITY COMMERCIAL,2015-12-01,2015-11-23,2015-12-01,,,,,,,,,,,,,,,3528607,,,2015-12-01,,,,,,,,6:00pm,,Expired,1100  LAMAR BLVD,78704,30.25571158,-97.7625396,9,"(30.25571158,-97.7625396)",2015-140977 SO
Advertising Sound Amplification,Patel Wedding,NOVEMBER,2015,Other,2015,,85,,,,,4:00pm,,IRR - INTERIM RURAL RESIDENCE,2015-11-26,2015-11-18,2015-11-19,,,,,,,,,,,,,,,216847,,,2015-11-26,,,,,,,,11:00am,,Expired,13681 NB US 183 HWY SVRD,78729,30.45641085,-97.79093737,6,"(30.45641085,-97.79093737)",2015-138696 SO
Outdoor Music Venue,Cedar Street Courtyard,,,Warehouse District,2015,290,85,,,,,,,CBD - CENTRAL BUSINESS DISTRICT,,2015-11-23,2015-12-30,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,2:00am,10:00am,168741,No,7673,,,,,,,,,,,Expired,208  4TH ST,78701,30.26698472,-97.74516765,9,"(30.26698472,-97.74516765)",2015-140917 SO
